[ 2012-08-03T14:34:50+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_baozhang` [ RunTime:0.005128s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | NOTIC: [8] Use of undefined constant chutuanriqi - assumed 'chutuanriqi' eebd58264109fe771a531aabf388f41d.php 第 543 行.
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003132s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000328s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_template ] --START--
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run LocationTemplate Behavior [ RunTime:0.000119s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_template ] --END-- [ RunTime:-0.054448s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_parse ] --START--
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run ParseTemplate Behavior [ RunTime:0.001223s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.008289s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_filter ] --START--
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run ContentReplace Behavior [ RunTime:0.000040s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run TokenBuild Behavior [ RunTime:0.000037s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000010s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run ShowRuntime Behavior [ RunTime:0.000051s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.007553s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_end ] --START--
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run ShowPageTrace Behavior [ RunTime:0.000018s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_end ] --END-- [ RunTime:-0.007142s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run ParseTemplate Behavior [ RunTime:0.000115s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.008289s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_filter ] --START--
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run ContentReplace Behavior [ RunTime:0.000180s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run TokenBuild Behavior [ RunTime:0.000138s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000011s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run ShowRuntime Behavior [ RunTime:0.000081s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.008008s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_end ] --START--
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Run ShowPageTrace Behavior [ RunTime:0.000017s ]
[ 2012-08-03T14:34:51+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E7%BA%BF%E8%B7%AF | INFO: Tag[ view_end ] --END-- [ RunTime:-0.007901s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ route_check ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run CheckRoute Behavior [ RunTime:0.000699s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000787s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ app_begin ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000443s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000497s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003653s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000376s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerp_system` [ RunTime:0.003104s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003981s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000510s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_directory` [ RunTime:0.002942s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `title` = '报账单数据' LIMIT 1   [ RunTime:0.000318s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002769s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000294s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_baozhang` [ RunTime:0.004881s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_chanpin_baozhang` [ RunTime:0.004908s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT COUNT(*) AS tp_count FROM `myerpview_chanpin_baozhang` LIMIT 1   [ RunTime:0.000378s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [2] Division by zero Page.class.php 第 51 行.
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [2] Division by zero Page.class.php 第 75 行.
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_chanpin_baozhang` ORDER BY time desc LIMIT 0,20   [ RunTime:0.002701s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_template ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run LocationTemplate Behavior [ RunTime:0.000388s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000439s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_parse ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [8] Undefined index:  includeca_gp TagLib.class.php 第 122 行.
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [8] Undefined index:  includeca_gp TagLib.class.php 第 122 行.
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003157s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000360s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_template ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run LocationTemplate Behavior [ RunTime:0.000177s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_template ] --END-- [ RunTime:-0.035928s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_parse ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [8] Undefined variable: datatitle b30cabab87d73a25ac5418e1b290c6d0.php 第 5 行.
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ParseTemplate Behavior [ RunTime:0.006984s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007056s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_filter ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ContentReplace Behavior [ RunTime:0.000296s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run TokenBuild Behavior [ RunTime:0.000311s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000163s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ShowRuntime Behavior [ RunTime:0.000321s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001214s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_end ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000313s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000357s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | NOTIC: [8] Undefined variable: datatitle eebd58264109fe771a531aabf388f41d.php 第 282 行.
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003421s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000418s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_template ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run LocationTemplate Behavior [ RunTime:0.000132s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_template ] --END-- [ RunTime:-0.050150s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_parse ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ParseTemplate Behavior [ RunTime:0.001417s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.007000s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_filter ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ContentReplace Behavior [ RunTime:0.000047s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run TokenBuild Behavior [ RunTime:0.000041s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000011s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ShowRuntime Behavior [ RunTime:0.000052s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.007255s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_end ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000018s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.007142s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ParseTemplate Behavior [ RunTime:0.000143s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.007000s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_filter ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ContentReplace Behavior [ RunTime:0.000084s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run TokenBuild Behavior [ RunTime:0.000102s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000011s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ShowRuntime Behavior [ RunTime:0.000062s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.007772s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_end ] --START--
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000018s ]
[ 2012-08-03T14:35:08+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ view_end ] --END-- [ RunTime:-0.007760s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ route_check ] --START--
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run CheckRoute Behavior [ RunTime:0.000857s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000957s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ app_begin ] --START--
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000545s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000613s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.003130s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000332s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerp_system` [ RunTime:0.002456s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002960s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_user` WHERE `systemID`='40449' AND `title`='aaa' LIMIT 1   [ RunTime:0.000378s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_directory` [ RunTime:0.002858s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SELECT * FROM `myerpview_system_directory` WHERE `title` = '报账单数据' LIMIT 1   [ RunTime:0.000275s ]
[ 2012-08-03T14:35:44+08:00 ] /Index.php?s=/SetSystem/systemOM/datatype/%E6%8A%A5%E8%B4%A6%E5%8D%95 | SQL: SHOW COLUMNS FROM `myerpview_system_user` [ RunTime:0.002731s ]
